appid,game_title,tags,tag_count
25800,Europa Universalis III Complete,"Grand Strategy, Strategy, Historical, Political Sim, Real-Time with Pause, Political, Sandbox, Simulation, Singleplayer, Addictive, Multiplayer, RTS, War, Co-op, Alternate History, Logic, Medieval, 4X, Moddable, Great Soundtrack",20
25806,Europa Universalis III: Heir to the Throne,+ Add your own tags,1
25830,Knights of Honor,"Strategy, Medieval, Grand Strategy, RTS, War, Historical, Classic, Singleplayer, Great Soundtrack, Multiplayer, Real-Time, Simulation, Diplomacy",13
26800,Braid,"Puzzle Platformer, Puzzle, 2D Platformer, Indie, Platformer, Time Manipulation, 2D, Singleplayer, Great Soundtrack, Difficult, Time Travel, Casual, Atmospheric, Classic, Story Rich, Side Scroller, Strategy, Beautiful, Adventure, Short",20
29700,Guild Wars: Eye of the North®,"RPG, Massively Multiplayer, Action, MMORPG, Fantasy, Co-op, Multiplayer",7
32330,LEGO® Indiana Jones™: The Original Adventures,"LEGO, Adventure, Action, Local Co-Op, Funny, Family Friendly, Multiplayer, Comedy, Co-op, Classic, Platformer, Controller, Singleplayer, Great Soundtrack, Local Multiplayer, Hentai",16
32360,The Secret of Monkey Island: Special Edition,"Point & Click, Adventure, Comedy, Classic, 2D, Pirates, Funny, Remake, Singleplayer, Puzzle, 1990's, Great Soundtrack, Story Rich, Cult Classic, Retro, Pixel Graphics, Nostalgia, Atmospheric, Escape Room, Family Friendly",20
32370,STAR WARS™ Knights of the Old Republic™,"RPG, Sci-fi, Story Rich, Singleplayer, Classic, Adventure, Party-Based RPG, Real-Time with Pause, Choices Matter, Third Person, Action, Space, Exploration, Fantasy, Atmospheric, Turn-Based, Great Soundtrack, Moddable, Female Protagonist, Open World",20
32380,STAR WARS™ Jedi Knight: Dark Forces II,"Action, FPS, Classic, Sci-fi, Third Person, Singleplayer, First-Person, Shooter, Multiplayer, Space, Adventure, Great Soundtrack, FMV, Retro, 1990's, Boomer Shooter, Story Rich",17
32440,LEGO® Star Wars™ - The Complete Saga,"LEGO, Local Co-Op, Adventure, Co-op, Classic, Family Friendly, Multiplayer, Comedy, Singleplayer, Funny, Action, Sci-fi, Local Multiplayer, Great Soundtrack, Space, Controller, Casual, Puzzle, Open World, Online Co-Op",20
32470,STAR WARS™ Empire at War - Gold Pack,"Strategy, RTS, Space, Sci-fi, Multiplayer, 4X, Singleplayer, Moddable, Mod, Tactical, War, Action, Classic, Grand Strategy, Great Soundtrack, Simulation, Co-op, Adventure, Atmospheric, Epic",20
32510,LEGO® Star Wars™ III - The Clone Wars™,"LEGO, Action, Adventure, Local Co-Op, Co-op, Multiplayer, Family Friendly, Comedy, Funny, Fantasy, Sci-fi, Open World, Strategy, Space, Puzzle, Third Person, Controller, Singleplayer, Online Co-Op, Great Soundtrack",20
33230,Assassin's Creed 2,"Action, Open World, Parkour, Assassin, Stealth, Adventure, Historical, Third Person, Story Rich, Singleplayer, Great Soundtrack, Atmospheric, Action-Adventure, Conspiracy, Multiplayer, Classic, Controller, Alternate History, Sandbox, Sci-fi",20
33600,Broken Sword 2 - the Smoking Mirror: Remastered (2010),"Adventure, Point & Click, Puzzle, Mystery, 2D, Retro, Singleplayer, 1990's, Funny, Drama, Comedy, Remake, Hidden Object, Old School, Atmospheric, Detective, Conspiracy, Cartoon, Hand-drawn, Cartoony",20
33770,Drakensang: The River of Time,"RPG, Fantasy, Adventure, Singleplayer, Dwarf, Real-Time with Pause, Party-Based RPG, Character Customization, CRPG, Atmospheric, Turn-Based, Third Person",12
33930,Arma 2: Operation Arrowhead,"Simulation, Military, Action, Multiplayer, Tactical, Realistic, Strategy, Shooter, FPS, Open World, War, Moddable, Co-op, Sandbox, Team-Based, Singleplayer, First-Person, Modern, Difficult, Third Person",20
34010,Alpha Protocol™,"RPG, Stealth, Choices Matter, Action, Modern, Multiple Endings, Third Person, Character Customization, Story Rich, Singleplayer, Third-Person Shooter, Action RPG, Shooter, Cult Classic, Adventure, Romance, Atmospheric, Gore, Violent, Replay Value",20
34179,Napoleon: Total War™ - The Peninsular Campaign,"Strategy, Historical",2
34190,Sonic & SEGA All-Stars Racing,"Racing, Local Multiplayer, Arcade, Multiplayer, Split Screen, Great Soundtrack, Family Friendly, Action, Controller, 3D, Fast-Paced, Singleplayer, 4 Player Local, Colorful, Combat Racing, Driving, Casual, Online Co-Op, Anime, Co-op",20
34343,Total War: SHOGUN 2 - Rise of the Samurai Campaign,"Strategy, Historical, RTS, Turn-Based Strategy, Multiplayer, War, Tactical",7
35000,Mini Ninjas,"Adventure, Action, Ninja, Stealth, Cute, Singleplayer, 3D Platformer, Family Friendly, Third Person, Platformer, Controller, Open World, Funny, Great Soundtrack, Multiplayer, Hack and Slash, Anime, Beautiful, Casual, Souls-like",20
35130,Lara Croft and the Guardian of Light,"Action, Adventure, Co-op, Local Co-Op, Puzzle, Female Protagonist, Platformer, Online Co-Op, Puzzle Platformer, Singleplayer, Isometric, Multiplayer, Twin Stick Shooter, Third Person, Local Multiplayer, Exploration, Arcade, Controller, Difficult, Co-op Campaign",20
35140,Batman: Arkham Asylum Game of the Year Edition,"Action, Stealth, Third Person, Superhero, Dark, Adventure, Singleplayer, Open World, Beat 'em up, Detective, Comic Book, Atmospheric, Story Rich, Action-Adventure, Fighting, Controller, Metroidvania, Puzzle, Horror, 3D Vision",20
38410,Fallout 2: A Post Nuclear Role Playing Game,"RPG, Post-apocalyptic, Classic, Isometric, Sci-fi, Open World, Turn-Based Combat, Turn-Based, Singleplayer, Story Rich, Atmospheric, CRPG, Retro, Exploration, Dark Humor, Great Soundtrack, Replay Value, Adventure, Sandbox, 2D",20
38420,Fallout Tactics: Brotherhood of Steel,"Post-apocalyptic, RPG, Turn-Based, Strategy, Tactical, Isometric, Classic, Singleplayer, Turn-Based Strategy, Sci-fi, Tactical RPG, Open World, Real-Time with Pause, Action, Atmospheric, Turn-Based Tactics, Story Rich, Multiplayer, CRPG, Adventure",20
38450,MDK,"Action, Classic, Third-Person Shooter, Sci-fi, Third Person, 1990's, Singleplayer, Shooter, Comedy, Great Soundtrack",10
38460,MDK 2,"Third-Person Shooter, Shooter, Platformer, Funny, Action-Adventure, Comic Book, Third Person, Difficult, Cyberpunk, Linear, Action, Comedy, Sci-fi, Sniper, Dog, Atmospheric, Adventure, Aliens, Retro, 3D",20
39190,Dungeon Siege,"RPG, Fantasy, Action RPG, Party-Based RPG, Classic, Hack and Slash, Adventure, Singleplayer, Dungeon Crawler, Isometric, Loot, Multiplayer, Real-Time with Pause, Co-op, Action, Open World, Great Soundtrack, Character Customization, Old School, Female Protagonist",20
39200,Dungeon Siege II,"RPG, Fantasy, Action RPG, Hack and Slash, Singleplayer, Adventure, Party-Based RPG, Co-op, Classic, Action, Dungeon Crawler, Isometric, Dwarf, Multiplayer, Real-Time with Pause, Loot, Character Customization",17
39510,Gothic II: Gold Edition,"RPG, Classic, Open World, Atmospheric, Magic, Singleplayer, Gothic, Fantasy, Story Rich, Dark Fantasy, Third Person, Action, Medieval, Replay Value, Adventure, Difficult, Dragons, Great Soundtrack, Action RPG, Pirates",20
39680,The Guild II Renaissance,"Simulation, Strategy, Colony Sim, Economy, Medieval, RPG, Trading, City Builder, Multiplayer, Politics, Singleplayer, Management, Resource Management, Sandbox, Political Sim, Historical, Life Sim, Building, Open World, Violent",20
40300,Risen,"RPG, Open World, Gothic, Fantasy, Adventure, Singleplayer, Atmospheric, Third Person, Exploration, Action, Magic, Dark Fantasy, Action RPG, Story Rich, Medieval, Great Soundtrack, Difficult, Classic, Character Customization, Sandbox",20
40380,nail'd,"Racing, Offroad, Action, Arcade, Fast-Paced, Great Soundtrack, Simulation, ATV, Singleplayer, Bikes, Multiplayer",11
40400,AI War: Fleet Command,"Strategy, RTS, Space, Indie, Sci-fi, Co-op, 4X, Grand Strategy, Difficult, Tactical, Great Soundtrack, Singleplayer, Multiplayer, Tower Defense, Simulation, 2D, Replay Value, Real-Time with Pause, Cult Classic, Classic",20
41000,Serious Sam HD: The First Encounter,"FPS, Action, Shooter, Co-op, Gore, Comedy, Multiplayer, Online Co-Op, Classic, First-Person, Old School, Indie, Singleplayer, Aliens, Difficult, Funny, Remake, Adventure, Sci-fi, Colorful",20
41014,Serious Sam HD: The Second Encounter,"FPS, Action, Co-op, Shooter, Comedy, Indie, Multiplayer, Classic, Online Co-Op, Gore, Singleplayer, Cult Classic, First-Person, Great Soundtrack, Remake, Aliens, Sci-fi, Funny, Colorful, Arena Shooter",20
41070,Serious Sam 3: BFE,"FPS, Action, Co-op, Gore, Comedy, Aliens, Online Co-Op, Multiplayer, First-Person, Shooter, Old School, Local Co-Op, Indie, Split Screen, Difficult, Funny, Singleplayer, Adventure, Sci-fi, Local Multiplayer",20
41300,Altitude,"Multiplayer, Flight, Side Scroller, Shoot 'Em Up, Strategy, PvP, Competitive, Football (Soccer), Shooter, Arcade, 2D Fighter, 2D, Funny, Controller, Casual, Team-Based, Vehicular Combat, Simulation, Action, Cartoony",20
41500,Torchlight,"RPG, Action RPG, Hack and Slash, Fantasy, Dungeon Crawler, Singleplayer, Loot, Indie, Moddable, Action, Adventure, Isometric, Magic, Cartoon, Exploration, Top-Down, Female Protagonist, Steampunk, Great Soundtrack, Multiplayer",20
42120,Lead and Gold: Gangs of the Wild West,"Western, Action, PvP, Multiplayer, Team-Based, Third-Person Shooter, Co-op, Shooter, Class-Based, Third Person, Funny, Indie, 3D, Atmospheric, Singleplayer, Competitive, Anime, Nudity, Replay Value",19
42910,Magicka,"Comedy, Co-op, Action, Fantasy, Magic, Online Co-Op, Multiplayer, RPG, Adventure, Funny, Local Co-Op, 4 Player Local, Indie, Local Multiplayer, Difficult, Singleplayer, Team-Based, Action RPG, Arcade, Strategy",20
42960,Victoria II,"Grand Strategy, Strategy, Historical, Political Sim, Politics, Economy, Simulation, Real-Time with Pause, Military, World War I, War, Sandbox, Singleplayer, RTS, Management, Alternate History, Multiplayer, Moddable, Diplomacy, Great Soundtrack",20
43190,The Haunted: Hells Reach,"Action, Indie, Co-op, Zombies, Multiplayer, Shooter, Online Co-Op, Singleplayer, 3D, Combat, Third-Person Shooter, FPS, Hack and Slash, Third Person, Horror, Survival, Survival Horror, Controller, Demons, Gore",20
46460,Scratches - Director's Cut,"Adventure, Horror, Point & Click, Atmospheric, First-Person, Mystery, Story Rich, Dark, Investigation, Psychological Horror, Indie, Puzzle, Nonlinear, Classic",14
46480,Still Life,"Adventure, Point & Click, Mystery, Detective, Female Protagonist, Crime, Puzzle, Singleplayer, Noir, Horror, Investigation, Escape Room, Thriller, Story Rich, Atmospheric, Classic, Nudity",17
46500,Syberia,"Adventure, Point & Click, Puzzle, Casual, Sci-fi, Female Protagonist, Steampunk, Atmospheric, Story Rich, Mystery, Classic, Singleplayer, Escape Room, Beautiful, Great Soundtrack, Third Person, Hidden Object, Nostalgia, 2.5D",19
46510,Syberia II,"Adventure, Point & Click, Puzzle, Story Rich, Female Protagonist, Steampunk, Atmospheric, Singleplayer, Classic, Mystery, Escape Room, Beautiful, Great Soundtrack, Third Person, Horror",15
46560,Robin Hood: The Legend of Sherwood,"Strategy, Stealth, Isometric, Medieval, Tactical, Singleplayer, Real Time Tactics, Adventure, Classic, Historical, RPG, Action, Point & Click",13
47780,Dead Space™ 2,"Horror, Survival Horror, Third-Person Shooter, Shooter, Survival, Action, Third Person, Story Rich, Sci-fi, Space, Atmospheric, Singleplayer, Aliens, Multiplayer, Gore, Futuristic, Adventure, Combat, Co-op, Blood",20
47810,Dragon Age: Origins - Ultimate Edition,"RPG, Fantasy, Story Rich, Choices Matter, Singleplayer, Party-Based RPG, Real-Time with Pause, Character Customization, Mature, Adventure, Multiple Endings, Dark Fantasy, Well-Written, Strategy, Dragons, Female Protagonist, Classic, Open World, Tactical, Moddable",20
47890,The Sims™ 3,"Life Sim, Simulation, Character Customization, Building, Sandbox, Singleplayer, Casual, Funny, Moddable, Romance, RPG, Family Friendly, Comedy, Adventure, Replay Value, Multiplayer, Nudity, Great Soundtrack, Strategy, Action",20
47892,The Sims™ 3 World Adventures,"Simulation, Adventure",2
48190,Assassin’s Creed® Brotherhood,"Action, Open World, Adventure, Parkour, Rome, Stealth, Assassin, Third Person, Historical, Multiplayer, Singleplayer, Story Rich, Great Soundtrack, Action-Adventure, Atmospheric, Conspiracy, Medieval, Sandbox, Controller, Casual",20
48700,Mount & Blade: Warband,"Medieval, RPG, Open World, Strategy, Action, Sandbox, Multiplayer, Moddable, Military, Adventure, Horses, Singleplayer, Realistic, First-Person, Historical, Third Person, Simulation, Hack and Slash, Fantasy, Indie",20
48705,Mount & Blade: Warband - Napoleonic Wars,"Action, Historical, Multiplayer, RPG, War, First-Person, Third Person, Strategy, Tactical, Singleplayer, Simulation, Shooter, Horses, Military, Adventure, Massively Multiplayer, PvP, Great Soundtrack, Realistic, Open World",20
49520,Borderlands 2,"Loot, Shooter, Action, Multiplayer, Co-op, Looter Shooter, FPS, RPG, First-Person, Funny, Comedy, Open World, Combat, Online Co-Op, Adventure, Action RPG, Dark Humor, Singleplayer, Memes, Sci-fi",20
55230,Saints Row: The Third,"Open World, Action, Comedy, Co-op, Funny, Third-Person Shooter, Character Customization, Sandbox, Third Person, Online Co-Op, Singleplayer, Great Soundtrack, Multiplayer, Crime, Shooter, Female Protagonist, Adventure, Satire, Zombies, RPG",20
57690,Tropico 4,"City Builder, Simulation, Strategy, Management, Comedy, Sandbox, Singleplayer, Great Soundtrack, Economy, Real-Time with Pause, Politics, Building, Resource Management, Political, Funny, Cold War, RTS, Atmospheric, Capitalism, God Game",20
58560,Runaway: A Twist of Fate,"Adventure, Point & Click, Puzzle, Story Rich, Singleplayer, Remake, 2D, Retro, Comedy, Funny",10
58610,Wargame: European Escalation,"Strategy, RTS, Military, Cold War, Wargame, Realistic, Simulation, Alternate History, Real Time Tactics, War, Singleplayer, Multiplayer, Real-Time, Action, Tactical, Indie, Tanks, Historical, Co-op, Replay Value",20
61510,Age of Wonders II: The Wizard's Throne,"Strategy, RPG, Fantasy, Turn-Based Strategy, Turn-Based, 4X, Dwarf, Classic, Singleplayer, Great Soundtrack, Elf",11
63910,King's Bounty: Crossworlds,"RPG, Strategy, Turn-Based Strategy, Turn-Based, Hex Grid, Fantasy, Adventure, Female Protagonist, Atmospheric, Singleplayer, Turn-Based Combat, Tactical RPG, Tactical, Strategy RPG",14
64000,Men of War: Assault Squad,"Strategy, World War II, War, Tactical, RTS, Multiplayer, Military, Realistic, Real Time Tactics, Action, Co-op, Historical, Simulation, Moddable, Tanks, Destruction, Singleplayer, Level Editor, Epic, Sandbox",20
65300,Dustforce DX,"Precision Platformer, Platformer, Great Soundtrack, Indie, Difficult, Time Attack, 2D, Action, Stylized, Local Multiplayer, Score Attack, Local Co-Op, Level Editor, Side Scroller, Fast-Paced, Singleplayer, Parkour, Atmospheric, 4 Player Local, 2D Platformer",20
70300,VVVVVV,"Pixel Graphics, Precision Platformer, Platformer, Indie, 2D Platformer, Great Soundtrack, Difficult, Retro, 2D, Singleplayer, Exploration, Action, Sci-fi, Adventure, Short, Minimalist, Metroidvania, Puzzle, Open World, Space",20
70400,Recettear: An Item Shop's Tale,"Capitalism, Anime, RPG, Dungeon Crawler, 2D, JRPG, Indie, Singleplayer, Cute, Simulation, Female Protagonist, Management, Comedy, Action RPG, Fantasy, Strategy, Action, Shop Keeper, Adventure, Hack and Slash",20
70600,Worms Ultimate Mayhem,"Strategy, Multiplayer, Funny, Turn-Based, 3D, Turn-Based Strategy, Comedy, Action, Third Person, Destruction, Local Co-Op, Local Multiplayer, Singleplayer, 3D Vision, Co-op, Classic, Nostalgia, Split Screen, Online Co-Op, Shooter",20
71000,Evochron Mercenary,"Space, Simulation, Indie, Sci-fi, Space Sim, Action, Open World, Sandbox, Multiplayer, Flight, TrackIR, Trading, Co-op, Spaceships, Exploration",15
71340,Sonic Generations Collection,"Platformer, Great Soundtrack, Action, Fast-Paced, 3D Platformer, Singleplayer, 2D, Moddable, Adventure, Family Friendly, Colorful, Classic, Retro, Time Travel, 3D, Controller, Third Person, Replay Value, 3D Vision, Funny",20
72750,Fallout New Vegas: Old World Blues,"RPG, Action, Comedy, Post-apocalyptic, Sci-fi, Open World, Funny, Singleplayer, Story Rich",9
73010,Cities in Motion,"Simulation, Management, Strategy, City Builder, Singleplayer, Transportation, Trains, Economy, Sandbox, Building",10
78000,Bejeweled® 3,"Puzzle, Casual, Match 3, Singleplayer, Strategy, Addictive, Relaxing, Classic, Great Soundtrack, Touch-Friendly, Colorful, Family Friendly, Arcade, Indie, 2D",15
80340,Blackwell Unbound,"Point & Click, Adventure, Indie, Supernatural, Female Protagonist, Mystery, Detective, Singleplayer, Story Rich, Pixel Graphics, Noir, Atmospheric, 2D, Third Person, Short, Great Soundtrack",16
92800,SpaceChem,"Puzzle, Difficult, Programming, Indie, Logic, Singleplayer, Automation, Sci-fi, Great Soundtrack, Science, 2D, Space, Simulation, Illuminati, Casual, Addictive, Education, Strategy, Touch-Friendly, Building",20
93200,Revenge of the Titans,"Tower Defense, Strategy, Indie, Action, Sci-fi, Singleplayer, Pixel Graphics, Retro, 2D, Difficult, Top-Down, Aliens, Arcade, RTS, Sandbox, Great Soundtrack",16
98200,Frozen Synapse,"Strategy, Turn-Based, Tactical, Indie, Sci-fi, Asynchronous Multiplayer, Great Soundtrack, Cyberpunk, Multiplayer, Turn-Based Strategy, Top-Down, Competitive, Singleplayer, Addictive, Difficult, Chess, Replay Value, Turn-Based Tactics, Local Multiplayer, Co-op",20
98300,Toy Soldiers,"Strategy, Action, Tower Defense, Casual, War, Simulation, World War I, Historical, Singleplayer, World War II, Multiplayer",11
98800,Dungeons of Dredmor,"Traditional Roguelike, Roguelike, Turn-Based, 2D, RPG, Dungeon Crawler, Indie, Comedy, Perma Death, Replay Value, Singleplayer, Fantasy, Funny, Casual, Crafting, Procedural Generation, Moddable, Top-Down, Difficult, Adventure",20
102600,Orcs Must Die!,"Tower Defense, Action, Strategy, Third Person, Fantasy, Indie, Singleplayer, Comedy, Funny, Third-Person Shooter, Cartoony, Magic, Great Soundtrack, Multiplayer, Score Attack, Addictive, Shooter, Adventure, RPG, Arcade",20
105600,Terraria,"Open World Survival Craft, Sandbox, Survival, 2D, Multiplayer, Adventure, Pixel Graphics, Crafting, Building, Exploration, Co-op, Open World, Online Co-Op, Indie, Action, RPG, Singleplayer, Replay Value, Platformer, Atmospheric",20
107100,Bastion,"Great Soundtrack, Indie, Action, Singleplayer, Narration, RPG, Hack and Slash, Story Rich, Dynamic Narration, Isometric, Adventure, Action RPG, Fantasy, Atmospheric, Colorful, Post-apocalyptic, 2D, Music, Twin Stick Shooter, Controller",20
107200,Space Pirates and Zombies,"Space, Action, Indie, Sci-fi, Top-Down, RPG, Strategy, Zombies, Singleplayer, Procedural Generation, 2D, Open World, Pirates, Exploration, Shooter, Sandbox, Addictive, Gore, Adventure, Spaceships",20
107410,Arma 3,"Military, Action, Multiplayer, Shooter, Simulation, Realistic, First-Person, Open World, Tactical, FPS, War, Co-op, Strategy, Sandbox, Singleplayer, Moddable, Combat, Online Co-Op, Team-Based, Third-Person Shooter",20
108110,Starpoint Gemini,"RPG, Simulation, Space, Sci-fi, Space Sim, Indie",6
108710,Alan Wake,"Action, Horror, Third Person, Adventure, Thriller, Story Rich, Atmospheric, Singleplayer, Psychological Horror, Great Soundtrack, Mystery, Episodic, Third-Person Shooter, Dark, Supernatural, Cinematic, Narration, Survival Horror, Shooter, Survival",20
112100,Avadon: The Black Fortress,"RPG, Indie, Isometric, Fantasy, Turn-Based, Old School, Party-Based RPG, CRPG, Grid-Based Movement, Turn-Based Combat, Story Rich, Singleplayer, 2D, Retro, Exploration, Female Protagonist, Adventure, Strategy",18
113020,Monaco: What's Yours Is Mine,"Co-op, Stealth, Indie, Heist, Local Co-Op, 2D, Strategy, Online Co-Op, Top-Down, Action, Multiplayer, Crime, Casual, Great Soundtrack, Adventure, Pixel Graphics, Local Multiplayer, Controller, Singleplayer, Loot",20
113200,The Binding of Isaac,"Action Roguelike, Roguelike, Indie, Replay Value, Difficult, Procedural Generation, Dark, Action, Top-Down, Great Soundtrack, Addictive, Singleplayer, Adventure, Roguelite, 2D, Dungeon Crawler, Survival, RPG, Perma Death, Bullet Hell",20
115110,Stacking,"Adventure, Puzzle, Indie, Comedy, Singleplayer, Third Person, Short, Exploration, Funny, Casual, Family Friendly, Cute, Steampunk, Beautiful, Atmospheric",15
115200,Cossacks II: Napoleonic Wars,"Strategy, RTS, Historical, Singleplayer",4
115800,Owlboy,"Pixel Graphics, Adventure, Indie, Platformer, Metroidvania, 2D, Story Rich, Atmospheric, Fantasy, Action, Puzzle Platformer, Singleplayer, Retro, Action-Adventure, Flight, Funny, 2D Platformer, Cute, Pirates, Great Soundtrack",20
200260,Batman: Arkham City - Game of the Year Edition,"Action, Open World, Stealth, Superhero, Adventure, Third Person, Singleplayer, Beat 'em up, Comic Book, Detective, Story Rich, Atmospheric, Fighting, Action-Adventure, Cinematic, Controller, 3D Vision, Sandbox, Metroidvania, Great Soundtrack",20
200510,XCOM: Enemy Unknown,"Turn-Based Strategy, Tactical, Strategy, Sci-fi, Turn-Based, Aliens, Singleplayer, Base Building, Turn-Based Tactics, Unforgiving, Replay Value, Addictive, Character Customization, Perma Death, Multiplayer, Difficult, RPG, Action, Atmospheric, Futuristic",20
200710,Torchlight II,"RPG, Action RPG, Hack and Slash, Loot, Co-op, Dungeon Crawler, Fantasy, Online Co-Op, Multiplayer, Action, Adventure, Singleplayer, Indie, Moddable, Character Customization, Isometric, Replay Value, Steampunk, Atmospheric, Cartoon",20
201270,Total War: SHOGUN 2,"Strategy, Historical, Turn-Based Strategy, RTS, Grand Strategy, Tactical, Singleplayer, Multiplayer, Real Time Tactics, Military, Ninja, Diplomacy, Co-op, Turn-Based, Medieval, Great Soundtrack, Moddable, Turn-Based Tactics, Action, Stylized",20
201310,X3: Albion Prelude,"Simulation, Space, Action, Sandbox, Sci-fi, Trading, Singleplayer, Space Sim, Economy, Moddable, Open World, Real-Time, Great Soundtrack, Strategy, Epic, Adventure, 4X, TrackIR, Management",19
201790,Orcs Must Die! 2,"Tower Defense, Co-op, Action, Strategy, Indie, Online Co-Op, Multiplayer, Third Person, RPG, Third-Person Shooter, Adventure, Comedy, Singleplayer, Cartoony, Shooter, Fantasy, Female Protagonist, Controller, Funny, Great Soundtrack",20
201810,Wolfenstein: The New Order,"FPS, Action, Alternate History, Shooter, Gore, Singleplayer, First-Person, World War II, Atmospheric, Story Rich, Sci-fi, Stealth, War, Old School, Adventure, Dystopian, Great Soundtrack, Robots, Epic, Historical",20
201870,Assassin's Creed® Revelations,"Action, Open World, Parkour, Stealth, Assassin, Adventure, Third Person, Multiplayer, Historical, Singleplayer, Story Rich, Atmospheric, Action-Adventure, Great Soundtrack, Medieval, Conspiracy, Controller, RPG, Sandbox, Sci-fi",20
202710,Demigod,"Real Time Tactics, MOBA, PvP, PvE, RTS, Strategy, Character Customization, Third Person, 3D, Team-Based, Sandbox, Action, Fantasy, Tactical, Magic, Mythology, War, Atmospheric, Cinematic, Beautiful",20
203160,Tomb Raider,"Adventure, Action, Female Protagonist, Story Rich, Third Person, Singleplayer, Third-Person Shooter, Multiplayer, Exploration, Action-Adventure, Quick-Time Events, Atmospheric, Puzzle, Shooter, Stealth, Cinematic, Platformer, RPG, Reboot, 3D Vision",20
203630,Warlock - Master of the Arcane,"Strategy, Turn-Based Strategy, Fantasy, 4X, Turn-Based, Magic, Singleplayer, Hex Grid, Multiplayer, RPG, Grand Strategy",11
203750,Binary Domain,"Action, Third-Person Shooter, Sci-fi, Robots, Cyberpunk, Story Rich, Shooter, Third Person, Singleplayer, Transhumanism, Futuristic, Adventure, Co-op, Dystopian, Multiplayer, Controller, Atmospheric, Voice Control, Great Soundtrack, RPG",20
203770,Crusader Kings II,"Grand Strategy, Strategy, Medieval, Historical, Political Sim, Simulation, RPG, Sandbox, Multiplayer, Politics, Diplomacy, Singleplayer, Replay Value, Real-Time with Pause, Moddable, Political, Free to Play, Character Customization, RTS, Great Soundtrack",20
203830,The Dark Eye: Chains of Satinav,"Adventure, Point & Click, Singleplayer, Fantasy, Puzzle, Story Rich, Indie, Great Soundtrack, 2D, Hand-drawn, Escape Room, Retro, Cult Classic, Medieval, Atmospheric, Classic, Hidden Object",17
204030,Fable - The Lost Chapters,"RPG, Adventure, Action, Fantasy, Third Person, Singleplayer, Choices Matter, Classic, Atmospheric, Open World, Magic, Story Rich, Great Soundtrack, Action RPG, Comedy, Character Customization, Exploration, Medieval, Dark Fantasy, Replay Value",20
204100,Max Payne 3,"Action, Third-Person Shooter, Bullet Time, Noir, Story Rich, Multiplayer, Shooter, Cinematic, Third Person, Singleplayer, Great Soundtrack, Atmospheric, Violent, Nudity, Adventure, Dark, Linear, Drama, Open World, Co-op",20
204120,LEGO® Harry Potter: Years 5-7,"LEGO, Adventure, Magic, Local Co-Op, Co-op, Family Friendly, Action, Fantasy, Comedy, Split Screen, Open World, Funny, Singleplayer, Multiplayer, Controller, Puzzle, Third Person, Local Multiplayer",18
204300,Awesomenauts,"MOBA, Multiplayer, 2D, Platformer, Action, Indie, Local Co-Op, Co-op, Great Soundtrack, Strategy, Free to Play, Controller, Local Multiplayer, Sci-fi, Online Co-Op, Competitive, Space, Side Scroller, Cartoon, Funny",20
204360,Castle Crashers®,"2D, Online Co-Op, Co-op, Beat 'em up, Funny, Hack and Slash, Adventure, 4 Player Local, Local Co-Op, Multiplayer, Local Multiplayer, Action, Singleplayer, Medieval, Cartoony, Cute, Comedy, Arcade, RPG, Casual",20
204450,Call of Juarez: Gunslinger,"Western, FPS, Action, Singleplayer, Shooter, Story Rich, Bullet Time, Comedy, First-Person, Narration, Adventure, Dynamic Narration, Funny, Violent, Atmospheric, Arcade, America, Gore, Historical, Alternate History",20
204530,Infested Planet,"Strategy, Tower Defense, Action, RTS, Indie, Top-Down, Singleplayer, Sci-fi, Aliens, Tactical, 2D, Real-Time with Pause, Gore",13
204630,Retro City Rampage™ DX,"Action, Open World, Retro, Pixel Graphics, 2D, Indie, Adventure, 1980s, Parody, Comedy, Funny, Satire, Top-Down, Singleplayer, Crime, Racing, Violent, Great Soundtrack, Shooter, Sandbox",20
204880,Sins of a Solar Empire®: Rebellion,"Management, Diplomacy, Online Co-Op, Space, Multiplayer, Singleplayer, Simulation, Strategy, RTS, 4X, Grand Strategy, Sandbox, Co-op, Sci-fi, Exploration, Replay Value, Space Sim, Base Building, Military, 3D",20
205100,Dishonored,"Stealth, First-Person, Assassin, Action, Dark, Steampunk, Singleplayer, Atmospheric, Story Rich, Multiple Endings, Adventure, Magic, Dystopian, FPS, RPG, Replay Value, Immersive Sim, Fantasy, Open World, Shooter",20
205630,Tropico 4: Modern Times,"Simulation, Strategy",2
205650,The Testament of Sherlock Holmes,"Adventure, Detective, Point & Click, Puzzle, Mystery, Singleplayer, Based On A Novel, Investigation, Story Rich, Crime, Atmospheric, First-Person, Third Person, Escape Room, Open World, Historical, Gore",17
206190,Gunpoint,"Stealth, Indie, Puzzle, 2D, Pixel Graphics, Singleplayer, Comedy, Action, Strategy, Noir, Platformer, Great Soundtrack, Funny, Short, Hacking, Level Editor, GameMaker, Story Rich, Adventure, Sci-fi",20
206440,To the Moon,"Story Rich, Great Soundtrack, Indie, Emotional, RPGMaker, Pixel Graphics, Adventure, Singleplayer, Interactive Fiction, Romance, RPG, Short, 2D, Funny, Psychological, Retro, Cute, Linear, Casual, Female Protagonist",20
207140,SpeedRunners,"Multiplayer, Racing, Local Multiplayer, Indie, 2D, Competitive, Fast-Paced, Platformer, Action, 4 Player Local, Funny, Parkour, Sports, Controller, Local Co-Op, Co-op, Level Editor, Singleplayer, Arcade, Superhero",20
